aartificial,algorithms,amazon,analysis,analytical,and,apache,api,aws,azure,bigquery,cloud,communication,cycle,data,database,design,effective,employee,gcp,google,graphql,hadoop,intelligence,js,k8s,kubernetes,language,large,leadership,learning,life,llms,machine,mlops,models,natural,next,nlp,optimization,platform,problem,processing,programming,python,react,redshift,science,skill,skills,solving,sql,structuring,teamwork,techniques,tools,typescript
0.2496038585735677,0.45478422731894413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2763298329403426,0.0,0.30752939173388577,0.0,0.0,0.0,0.0,0.0,0.0,0.2496038585735677,0.0,0.0,0.0,0.0,0.0,0.0,0.2763298329403426,0.0,0.0,0.2763298329403426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5501876657566843,0.0,0.20545512917123324,0.0,0.0
0.10418369851532001,0.0,0.0,0.22964623312963534,0.22964623312963534,0.22964623312963534,0.0,0.16359575903791262,0.0,0.0,0.0,0.0,0.16359575903791262,0.0,0.11533901827627464,0.22964623312963534,0.12836159511356127,0.16359575903791262,0.0,0.0,0.0,0.22964623312963534,0.0,0.10418369851532001,0.45929246625927067,0.0,0.0,0.10418369851532001,0.10418369851532001,0.0,0.0,0.0,0.10418369851532001,0.0,0.0,0.10418369851532001,0.0,0.22964623312963534,0.0,0.0,0.0,0.22964623312963534,0.0,0.12836159511356127,0.12836159511356127,0.22964623312963534,0.0,0.0,0.0,0.16359575903791262,0.22964623312963534,0.0,0.0,0.16359575903791262,0.0,0.0,0.22964623312963534
0.19354170599361123,0.0,0.0,0.0,0.0,0.0,0.0,0.3039112908135185,0.0,0.0,0.0,0.0,0.3039112908135185,0.0,0.2142649059587375,0.0,0.23845690310837522,0.3039112908135185,0.0,0.0,0.0,0.0,0.0,0.19354170599361123,0.0,0.0,0.0,0.19354170599361123,0.19354170599361123,0.0,0.0,0.0,0.19354170599361123,0.0,0.0,0.19354170599361123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23845690310837522,0.23845690310837522,0.0,0.0,0.26751710180046134,0.0,0.3039112908135185,0.0,0.0,0.0,0.3039112908135185,0.15930898036665667,0.0,0.0
0.19354170599361123,0.0,0.0,0.0,0.0,0.0,0.0,0.3039112908135185,0.0,0.0,0.0,0.0,0.3039112908135185,0.0,0.2142649059587375,0.0,0.23845690310837522,0.3039112908135185,0.0,0.0,0.0,0.0,0.0,0.19354170599361123,0.0,0.0,0.0,0.19354170599361123,0.19354170599361123,0.0,0.0,0.0,0.19354170599361123,0.0,0.0,0.19354170599361123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23845690310837522,0.23845690310837522,0.0,0.0,0.26751710180046134,0.0,0.3039112908135185,0.0,0.0,0.0,0.3039112908135185,0.15930898036665667,0.0,0.0
0.18168966043982743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20114381966385908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18168966043982743,0.0,0.0,0.0,0.36337932087965485,0.18168966043982743,0.0,0.20114381966385908,0.0,0.18168966043982743,0.20114381966385908,0.0,0.18168966043982743,0.33104292660850104,0.0,0.33104292660850104,0.0,0.0,0.0,0.33104292660850104,0.22385435497155157,0.22385435497155157,0.0,0.0,0.25113497444099725,0.0,0.0,0.0,0.0,0.0,0.0,0.299106535195969,0.0,0.0
0.16061326777945323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35403074052673517,0.35403074052673517,0.0,0.2926412327985722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2926412327985722,0.2926412327985722,0.0,0.0,0.16061326777945323,0.0,0.2926412327985722,0.2926412327985722,0.16061326777945323,0.16061326777945323,0.0,0.17781070255537615,0.0,0.16061326777945323,0.17781070255537615,0.0,0.16061326777945323,0.0,0.0,0.0,0.0,0.2926412327985722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1322047658510673,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32508402802135655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5815939138156301,0.2921035113042073,0.0,0.0,0.2921035113042073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5815939138156301,0.0,0.0,0.0,0.0,0.0,0.2171830815651862,0.0,0.0
0.21277523896160663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21277523896160663,0.0,0.0,0.0,0.42555047792321327,0.21277523896160663,0.0,0.23555784182227613,0.0,0.21277523896160663,0.23555784182227613,0.0,0.21277523896160663,0.38768159753923487,0.0,0.38768159753923487,0.0,0.0,0.0,0.38768159753923487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17514057857568024,0.0,0.0
0.0,0.0,0.2759745165341837,0.0,0.0,0.0,0.2759745165341837,0.0,0.0,0.0,0.2759745165341837,0.22812008533325265,0.0,0.0,0.13860723675948075,0.0,0.0,0.0,0.0,0.22812008533325265,0.4562401706665053,0.0,0.2759745165341837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22812008533325265,0.0,0.0,0.3085139143826022,0.1542569571913011,0.0,0.2759745165341837,0.17305590059441361,0.0,0.0,0.0,0.2759745165341837,0.0,0.0,0.10305643596084287,0.0,0.0
0.0,0.2679441085493465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3241527185432357,0.0,0.0,0.0,0.0,0.3241527185432357,0.0,0.0,0.0,0.0,0.0,0.0,0.2679441085493465,0.2679441085493465,0.14705849358550493,0.14705849358550493,0.0,0.16280457039875393,0.3241527185432357,0.14705849358550493,0.16280457039875393,0.3241527185432357,0.14705849358550493,0.0,0.0,0.0,0.3241527185432357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12104749489051551,0.3241527185432357,0.0
